ID,Gender,CustomerType,Age,TypeTravel,Travel_Class,Travel_Distance,DepartureDelay_in_Mins,ArrivalDelay_in_Mins,Seat_comfort,Seat_Class,Arrival_time_convenient,Catering,Platform_location,Onboardwifi_service,Onboard_entertainment,Online_support,Onlinebooking_Ease,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Online_boarding,Target_Act,Target_Pre
98862199,0,0,28.0,1,1,2280,0.0,0.0,1,1,0,1,2,4,4,0,4,4,1,3,0,4,4,1,1
98891869,1,0,55.0,0,0,2136,30.0,24.0,0,1,0,0,2,1,3,1,1,3,1,1,0,1,1,1,1
98871017,0,0,35.0,0,0,2599,0.0,0.0,3,0,5,3,0,3,5,1,3,3,3,2,3,3,5,1,1
98866114,0,0,50.0,0,0,281,0.0,0.0,4,0,4,0,3,3,3,3,1,1,1,1,3,1,0,1,1
98852385,1,0,13.0,1,1,2393,0.0,0.0,0,1,3,0,2,3,0,3,3,3,0,1,3,1,3,0,0
98828721,0,0,14.0,1,1,3623,1.0,12.0,3,1,3,1,2,3,1,3,3,0,3,2,3,3,3,0,1
98874135,0,0,43.0,0,0,2836,0.0,2.0,1,1,1,1,4,4,1,1,1,1,1,1,0,1,1,1,1
98890743,1,0,56.0,0,0,1885,128.0,123.0,5,0,5,5,1,1,3,3,3,3,3,2,0,3,1,1,1
98887587,1,0,9.0,0,0,5131,0.0,0.0,4,1,4,4,3,4,4,4,4,0,5,0,3,3,4,0,0
98855784,0,0,40.0,0,1,2058,0.0,0.0,1,0,5,5,1,1,1,1,1,4,4,4,0,1,1,1,1
98875839,0,1,24.0,0,1,2017,10.0,0.0,0,1,2,0,2,1,0,1,1,1,4,2,3,1,1,0,0
98824978,0,0,23.0,0,0,1844,0.0,0.0,1,1,1,1,4,1,1,1,1,4,5,1,1,5,1,1,1
98843496,1,0,27.0,0,0,3373,0.0,0.0,5,0,5,5,1,3,3,3,3,0,4,0,5,3,3,1,1
98891925,1,0,66.0,0,0,3575,0.0,14.0,4,1,4,4,3,4,3,0,0,0,0,3,3,0,4,0,0
98815073,0,0,25.0,1,1,2128,0.0,0.0,2,0,1,2,0,4,1,3,5,5,5,4,1,5,0,1,1
98856042,1,0,58.0,0,0,825,2.0,10.0,4,1,1,1,4,0,5,5,4,4,4,3,3,4,5,0,0
98806679,0,0,9.0,1,1,2347,0.0,0.0,2,0,3,2,0,0,1,3,1,1,1,1,3,1,0,1,1
98840788,1,1,23.0,0,0,2549,10.0,21.0,2,1,2,2,2,4,2,1,4,1,1,2,0,1,4,1,1
98855620,1,0,34.0,1,1,3546,4.0,0.0,3,1,4,3,0,4,3,4,4,3,5,0,3,3,4,1,0
98888926,1,1,28.0,0,0,2336,0.0,0.0,5,1,5,0,1,3,5,3,3,0,4,1,1,1,3,0,0
98818877,0,0,67.0,1,1,642,0.0,0.0,3,1,3,3,0,1,0,1,3,3,3,2,1,3,3,1,1
98883543,1,0,30.0,0,0,3423,0.0,0.0,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,0,0
98803104,0,1,23.0,0,1,2785,0.0,0.0,5,1,1,4,3,3,5,3,3,3,4,1,1,3,3,0,0
98829726,1,0,9.0,1,1,2063,0.0,0.0,0,1,3,4,1,1,4,3,1,3,4,1,3,3,1,0,0
98892247,0,0,60.0,0,1,955,0.0,0.0,4,1,5,5,1,1,3,0,4,4,4,3,3,4,3,0,0
98846538,0,0,38.0,0,1,1944,40.0,30.0,5,0,5,5,1,5,5,5,5,5,3,0,0,3,5,0,0
98847769,1,0,26.0,1,1,1751,0.0,0.0,3,0,1,3,1,0,3,0,0,0,4,1,3,3,0,1,0
98844334,0,0,69.0,1,1,608,0.0,0.0,1,1,3,1,1,3,3,1,5,5,1,4,1,5,3,1,1
98851676,0,0,38.0,1,1,2751,0.0,0.0,3,1,3,3,0,4,1,3,1,1,1,1,1,1,0,1,1
98854193,0,1,26.0,0,1,1370,0.0,12.960593416782569,5,1,2,5,4,1,5,1,1,5,1,0,3,4,1,0,0
98872360,0,0,52.0,0,0,3998,287.0,289.0,0,1,0,0,2,3,3,3,0,3,3,2,3,1,3,1,1
98858782,1,0,68.0,1,0,1475,0.0,0.0,4,0,3,4,4,3,0,1,4,4,4,3,1,4,3,0,0
98817350,0,0,45.0,0,1,296,0.0,3.0,3,1,3,3,0,4,1,0,3,3,3,2,0,3,4,1,1
98862778,0,0,54.0,0,0,2238,0.0,0.0,1,0,1,1,4,0,1,1,1,1,3,1,3,1,3,1,1
98852866,0,0,50.0,0,0,1794,113.0,107.0,4,0,4,4,3,4,4,4,4,3,0,2,1,3,4,0,0
98886971,0,0,56.0,1,1,84,0.0,0.0,3,0,1,3,1,1,5,3,1,1,3,1,5,1,3,0,1
98848065,1,0,31.0,0,0,3274,24.0,6.0,4,0,5,5,1,4,4,4,4,5,5,2,3,0,4,0,0
98878883,0,0,30.0,0,1,4016,0.0,0.0,2,0,2,2,1,0,2,0,0,3,5,4,0,5,0,1,1
98890878,0,0,37.0,0,1,2929,0.0,0.0,3,1,3,0,2,3,3,3,3,0,1,4,4,1,3,1,1
98844233,1,0,33.0,0,0,3713,19.0,7.0,5,0,0,3,0,5,5,5,5,0,0,2,3,0,5,0,0
98871912,0,0,59.0,0,0,1016,0.0,0.0,4,1,3,3,0,0,0,3,4,4,4,3,0,4,4,0,0
98848134,1,1,30.0,0,0,2275,0.0,3.0,0,1,0,0,2,4,0,4,4,3,4,1,3,3,4,0,0
98853892,1,0,11.0,1,1,1329,10.0,0.0,3,0,1,3,0,0,3,4,0,1,1,2,0,1,0,1,1
98859805,1,0,48.0,0,1,2082,0.0,42.0,4,1,5,5,1,4,4,4,4,1,5,3,3,3,4,1,0
98828565,0,0,44.0,0,0,2032,25.0,57.0,5,0,5,3,1,1,3,3,3,3,3,2,1,3,3,1,1
98858651,0,0,51.0,0,0,107,0.0,0.0,4,1,1,4,3,1,3,3,3,3,1,2,1,3,0,1,1
98801100,1,0,68.0,1,0,273,5.0,1.0,4,1,1,4,4,3,0,3,1,1,4,1,0,1,4,0,0
98881682,0,1,45.0,0,1,2878,0.0,0.0,0,1,0,0,2,4,0,4,4,4,4,4,3,0,4,0,0
98886052,1,0,28.0,1,1,2065,0.0,0.0,4,1,2,4,1,0,4,0,0,1,4,2,1,1,0,0,0
98808255,1,0,26.0,0,1,1797,0.0,1.0,3,1,4,4,3,3,3,0,3,5,4,0,0,0,3,0,0
98839819,0,0,29.0,1,1,1852,0.0,0.0,4,1,4,4,3,1,3,1,1,1,1,1,1,1,3,1,1
98887616,0,1,21.0,0,0,1957,1.0,0.0,3,1,3,3,2,0,3,0,0,5,5,0,3,0,0,0,0
98835504,1,0,27.0,0,0,3704,121.0,127.0,4,1,0,0,2,4,4,4,4,4,5,0,0,0,4,0,0
98879112,0,0,36.0,0,1,1596,0.0,18.0,4,1,4,4,3,4,4,4,4,4,5,2,3,0,4,0,0
98851459,0,0,44.0,0,1,379,0.0,0.0,3,0,5,5,1,0,4,3,3,3,3,2,3,3,4,1,1
98882929,0,0,35.0,0,0,385,0.0,0.0,4,1,4,0,3,4,1,1,3,3,3,2,3,3,1,1,1
98863103,1,1,23.0,0,1,1927,1.0,1.0,3,0,1,0,2,3,1,3,3,0,3,1,0,3,3,0,0
98869297,1,0,25.0,0,0,1739,17.0,1.0,5,1,5,5,1,1,1,1,1,1,0,1,1,1,1,1,1
98848032,0,0,38.0,0,0,525,11.0,2.0,5,0,5,4,1,4,3,3,1,1,1,1,1,1,3,1,1
98830584,0,0,25.0,0,0,2700,0.0,0.0,3,0,3,3,0,1,1,1,1,1,1,1,0,3,1,1,1
98876822,1,0,64.0,1,1,1817,0.0,0.0,0,1,3,0,3,1,0,1,1,5,0,2,5,4,1,0,0
98822046,0,0,40.0,0,0,401,13.0,16.0,1,1,1,1,4,1,3,1,1,1,1,1,1,1,3,1,1
98818114,1,0,22.0,1,1,1616,0.0,0.0,0,1,1,0,4,3,0,3,3,3,4,2,0,3,3,0,0
98852011,1,0,25.0,1,1,1712,25.0,17.0,4,1,3,4,0,0,4,0,0,3,4,2,0,3,0,0,0
98813770,1,0,29.0,0,0,2577,0.0,0.0,1,0,1,0,4,3,3,3,3,3,4,1,0,3,3,1,1
98815001,1,0,43.0,0,0,2865,0.0,0.0,1,0,1,1,4,4,3,3,1,1,1,1,3,1,3,1,1
98888777,1,0,53.0,1,1,2382,14.0,0.0,3,0,1,1,4,0,3,0,0,0,4,3,0,1,0,1,1
98857524,1,0,8.0,1,1,1683,0.0,0.0,0,1,0,0,2,1,0,1,1,5,1,0,1,5,1,0,0
98879787,0,0,65.0,1,1,2427,0.0,0.0,3,0,3,0,0,0,1,1,3,3,3,2,0,3,0,1,1
98887519,0,0,61.0,1,1,311,7.0,0.0,4,0,4,4,3,3,3,0,3,5,1,1,1,5,3,1,1
98886062,1,0,26.0,0,0,3894,0.0,0.0,1,0,1,1,4,1,1,1,1,3,4,2,1,0,1,1,1
98877005,0,1,33.0,0,1,1633,0.0,0.0,4,0,4,4,2,1,4,1,1,3,1,0,0,0,1,0,0
98855264,1,0,24.0,1,1,2326,0.0,0.0,0,1,3,0,2,1,0,1,1,3,0,0,1,1,1,0,0
98870263,1,0,14.0,1,1,2541,2.0,0.0,5,0,3,5,2,1,5,1,1,1,3,2,3,4,1,0,0
98810723,0,0,28.0,0,0,2022,8.0,3.0,5,1,0,0,2,5,5,5,5,3,0,0,5,0,5,0,0
98835529,1,0,14.0,1,1,1063,4.0,8.0,5,0,0,0,0,4,5,1,4,1,1,2,5,1,4,0,0
98893095,1,0,52.0,0,1,1239,0.0,2.0,3,1,4,4,3,3,3,3,3,1,5,4,4,5,3,1,1
98879724,1,0,59.0,1,1,1911,0.0,0.0,3,1,1,5,3,3,3,3,3,1,4,0,1,1,3,1,1
98808543,0,0,25.0,0,0,4221,0.0,0.0,0,0,0,0,2,3,3,3,3,1,1,2,3,1,3,1,1
98860665,1,0,40.0,0,0,2017,12.0,0.0,0,1,0,0,2,0,3,1,1,3,1,1,3,1,3,1,1
98889583,0,0,62.0,1,1,2504,3.0,18.0,5,1,5,4,1,4,1,1,3,3,3,2,0,3,1,1,1
98856406,0,0,59.0,0,0,2225,0.0,0.0,0,1,0,0,2,1,1,1,3,3,3,2,0,3,0,1,1
98841893,0,1,29.0,0,1,1199,0.0,0.0,0,1,3,3,0,0,3,0,0,1,3,0,3,0,0,0,0
98819008,0,1,25.0,0,1,1986,68.0,59.0,0,1,0,0,3,4,0,4,4,3,5,3,0,0,4,0,0
98834503,0,0,52.0,0,1,115,0.0,0.0,1,1,1,1,4,5,3,4,1,1,1,1,0,1,1,1,1
98847744,1,0,62.0,1,1,2283,0.0,0.0,0,0,3,0,2,5,0,5,5,0,0,0,4,0,5,0,0
98891120,1,0,32.0,0,0,2830,0.0,0.0,5,1,1,2,2,1,2,3,1,0,0,2,5,3,1,0,0
98803687,1,0,29.0,1,1,2467,0.0,20.0,0,1,3,0,2,3,0,3,3,4,1,2,5,0,3,0,0
98812909,1,0,57.0,0,0,4846,159.0,155.0,4,0,4,0,3,1,1,1,1,3,1,1,1,1,1,1,1
98836883,0,0,50.0,0,0,59,0.0,0.0,5,1,1,5,1,3,3,3,1,1,1,2,0,1,0,1,1
98891035,0,0,37.0,0,0,54,0.0,0.0,4,0,1,4,3,3,3,4,1,1,1,2,0,1,4,1,1
98814025,0,0,19.0,1,1,1346,13.0,3.0,3,0,4,4,3,3,1,1,3,1,0,1,1,1,3,1,1
98837649,1,0,32.0,0,0,1142,14.0,1.0,4,1,1,4,3,1,1,1,1,0,0,2,1,1,1,1,1
98850193,0,1,24.0,0,1,2202,0.0,0.0,4,1,4,4,3,5,4,5,5,4,3,3,0,4,5,0,0
98800029,1,0,29.0,1,1,1907,2.0,14.0,0,1,5,0,0,5,0,1,5,5,1,2,5,0,5,0,0
98868480,0,1,24.0,0,0,1548,0.0,3.0,3,0,0,3,2,5,3,5,5,0,5,3,3,0,5,1,1
98893370,1,0,46.0,0,0,2685,0.0,0.0,3,0,3,3,0,4,0,1,3,3,3,2,5,3,4,1,1
98870944,0,0,69.0,1,1,1743,20.0,22.0,1,1,1,1,4,1,5,5,1,1,1,1,5,1,3,1,1
98830375,0,0,47.0,0,0,2813,0.0,0.0,0,1,0,0,2,1,3,3,3,3,3,2,1,3,0,1,1
98852715,1,0,47.0,0,0,2125,5.0,0.0,5,0,5,5,1,1,0,0,5,5,5,4,3,5,3,0,0
98872919,0,0,69.0,1,1,2580,0.0,0.0,1,1,4,4,3,0,1,5,1,1,1,1,4,1,4,1,1
98871337,0,0,53.0,1,1,418,19.0,15.0,3,0,1,1,4,3,3,3,0,4,0,4,3,4,3,1,1
98821863,1,0,22.0,0,0,1939,0.0,0.0,2,1,1,2,0,0,0,0,0,5,4,4,1,0,0,1,1
98832689,0,0,42.0,0,0,530,0.0,0.0,0,0,0,0,2,3,3,4,3,3,3,2,3,3,0,1,1
98874873,0,0,48.0,0,1,231,0.0,0.0,4,0,0,0,2,1,3,4,4,4,4,3,1,4,0,1,0
98875356,1,0,41.0,0,0,89,0.0,0.0,3,1,1,3,0,1,1,1,1,1,1,1,3,1,1,1,1
98819779,1,0,41.0,0,0,450,0.0,0.0,0,1,0,0,2,3,3,3,1,1,1,1,1,1,0,1,1
98808756,1,0,66.0,0,0,766,45.0,33.0,4,1,0,1,4,5,0,0,4,4,4,3,4,4,5,0,0
98805161,1,0,39.0,0,1,2132,0.0,0.0,4,0,3,0,0,4,4,4,4,5,4,3,0,1,4,1,0
98805876,1,0,58.0,1,1,1299,0.0,0.0,5,1,1,0,3,0,5,1,0,3,0,1,3,1,0,0,0
98817021,0,0,41.0,0,0,1510,107.0,104.0,4,1,4,4,3,3,1,3,1,1,1,1,0,1,3,1,1
98805911,0,0,50.0,0,0,6763,0.0,0.0,1,0,3,1,4,1,5,1,0,4,3,0,1,1,1,1,1
98811542,1,0,41.0,0,1,2694,0.0,0.0,3,0,4,4,3,3,3,3,3,3,0,4,3,3,3,1,1
98850581,1,0,66.0,0,1,1388,0.0,0.0,0,1,1,0,4,0,0,0,0,3,5,0,5,0,0,0,0
98836444,1,0,31.0,0,0,5337,0.0,0.0,5,0,5,5,1,1,1,1,1,3,1,3,0,5,1,1,1
98817018,0,0,45.0,0,0,393,0.0,0.0,4,1,1,0,3,4,0,1,1,1,1,1,4,1,4,1,0
98835725,1,0,33.0,1,1,1569,0.0,2.0,1,1,3,1,2,0,1,0,0,3,4,2,3,1,0,1,1
98838352,1,0,18.0,1,1,1521,0.0,0.0,0,0,0,0,2,4,0,4,4,3,0,0,5,0,4,0,0
98801690,1,0,35.0,0,0,2127,0.0,0.0,4,1,4,4,3,3,3,3,1,1,1,1,1,1,0,1,1
98856878,0,0,66.0,1,1,709,0.0,0.0,0,1,0,0,2,0,1,1,1,1,1,1,3,1,3,1,1
98841634,1,0,43.0,1,1,1161,2.0,36.0,5,1,0,5,0,3,5,3,3,0,3,2,4,1,3,0,0
98857959,0,0,41.0,0,0,1725,0.0,12.0,3,1,0,0,2,1,4,0,3,3,0,2,0,3,4,0,0
98841429,1,0,36.0,0,0,106,0.0,4.0,0,0,0,0,2,1,3,1,3,3,3,1,0,3,1,1,1
98864395,0,0,55.0,0,0,3008,3.0,1.0,0,0,5,0,1,5,0,0,0,0,0,0,5,0,4,0,0
98857565,1,0,44.0,1,1,3495,13.0,0.0,0,1,1,4,3,1,4,1,1,1,0,2,0,3,1,0,0
98823819,0,0,56.0,0,0,2379,0.0,0.0,3,1,3,3,0,3,1,3,3,3,3,1,3,3,1,1,1
98862822,0,1,29.0,0,1,2465,2.0,0.0,0,1,0,0,4,1,0,1,1,5,5,2,4,5,1,0,0
98890457,0,1,27.0,0,0,2224,0.0,0.0,3,0,3,3,1,1,3,1,1,1,0,1,1,3,1,0,1
98830955,1,0,30.0,1,1,1691,0.0,0.0,0,0,3,0,2,0,0,0,0,4,4,2,3,4,0,0,0
98843847,0,0,63.0,1,1,856,12.0,1.0,3,1,3,3,0,5,3,5,5,3,1,0,4,3,5,1,1
98806105,0,0,20.0,1,1,3156,109.0,105.0,5,1,5,5,1,1,1,0,1,3,4,3,0,1,1,1,1
98889075,1,0,60.0,0,0,1850,12.0,7.0,4,0,4,3,3,0,3,3,4,3,4,3,3,4,3,1,1
98848128,0,0,63.0,0,0,340,0.0,0.0,5,1,5,5,1,4,0,5,3,3,3,2,4,3,1,1,1
98862215,1,0,35.0,0,1,1688,113.0,104.0,3,1,3,3,0,3,3,3,3,1,5,1,0,5,3,1,1
98815581,0,1,29.0,0,1,2407,8.0,15.0,5,1,5,5,2,5,5,5,5,4,4,0,5,0,5,0,0
98830340,1,1,27.0,0,1,1578,10.0,16.0,4,0,4,4,2,1,4,1,1,3,4,2,0,3,1,0,0
98814747,1,0,34.0,0,1,1654,0.0,0.0,0,1,1,1,4,0,0,0,0,3,0,0,5,4,0,0,0
98884234,1,0,37.0,1,1,1937,30.0,26.0,5,1,0,5,0,1,5,1,1,3,3,0,3,3,1,0,0
98892876,1,0,60.0,0,0,1966,0.0,1.0,3,0,4,4,3,1,4,3,3,3,3,2,3,3,0,0,0
98887202,0,1,41.0,0,1,2204,0.0,1.0,5,1,5,5,2,5,5,1,5,4,0,0,0,3,5,0,0
98822064,1,0,33.0,0,1,1912,49.0,37.0,1,1,3,4,3,1,3,1,1,4,3,2,4,3,1,1,0
98820164,1,0,42.0,0,1,1561,5.0,0.0,3,0,1,1,4,3,3,3,3,0,1,1,1,1,3,1,1
98817656,0,0,26.0,1,1,2098,0.0,0.0,3,1,1,0,3,5,0,5,5,0,0,2,0,1,5,0,0
98848527,1,0,52.0,1,1,1935,5.0,0.0,4,0,1,4,3,1,4,1,1,0,4,1,1,1,1,0,0
98819503,0,0,8.0,1,0,2526,5.0,14.551371613562788,0,0,1,0,4,0,0,4,0,4,1,2,1,5,0,0,0
98821158,0,0,21.0,0,1,4165,0.0,17.0,0,0,0,0,3,0,5,5,5,0,3,0,5,3,5,0,0
98843240,0,1,46.0,0,0,2018,0.0,0.0,0,0,0,0,3,4,0,4,4,3,0,2,0,3,4,0,0
98808679,0,0,70.0,1,1,597,0.0,0.0,4,0,4,4,3,1,1,1,3,3,3,2,1,3,1,1,1
98876437,1,1,24.0,0,1,3377,0.0,0.0,3,1,1,3,0,3,3,3,3,1,1,2,1,3,3,1,1
98850901,0,0,49.0,0,0,838,15.0,0.0,5,0,1,3,0,4,4,5,5,5,5,4,5,5,4,0,0
98842301,1,0,20.0,1,1,3422,0.0,0.0,0,0,2,0,2,4,0,4,4,3,1,2,1,3,4,0,0
98846580,1,0,45.0,0,0,943,0.0,0.0,4,1,5,5,0,4,4,4,4,0,3,2,0,3,4,0,0
98871943,0,0,50.0,0,1,1130,0.0,20.0,0,1,3,1,0,3,0,3,4,4,0,3,3,4,5,0,0
98881701,1,0,54.0,0,0,2592,8.0,39.0,4,1,4,4,3,3,3,3,0,1,3,1,3,1,3,1,1
98840718,0,0,36.0,0,0,1826,56.0,49.0,0,0,0,0,2,4,3,1,3,3,3,2,3,3,3,1,1
98835453,0,0,41.0,0,0,2899,22.0,20.0,1,1,1,1,4,1,3,3,3,3,3,2,1,3,3,1,1
98829984,1,0,49.0,0,0,3661,2.0,0.0,0,0,0,0,2,3,3,1,3,3,1,2,1,3,0,1,1
98889331,0,1,35.0,0,0,1790,0.0,0.0,3,1,3,3,2,0,3,0,0,0,3,2,0,3,0,0,0
98844210,1,0,35.0,0,1,1387,0.0,0.0,1,0,4,3,3,1,1,1,1,4,4,3,0,1,1,1,1
98815677,1,0,52.0,0,1,2557,0.0,0.0,0,1,3,5,1,0,0,0,0,4,1,3,0,5,0,1,0
98808447,0,1,32.0,0,1,2114,83.0,59.0,4,0,5,4,2,5,4,5,5,4,5,2,3,3,5,0,0
98803710,0,1,41.0,0,1,3348,7.0,4.0,0,0,0,0,2,5,0,5,5,0,1,2,5,0,5,0,0
98864737,0,0,59.0,0,0,761,11.0,4.0,3,0,3,1,0,0,3,3,1,1,1,1,3,1,0,1,1
98841326,0,0,34.0,1,1,1682,0.0,0.0,3,0,1,3,0,5,3,1,5,1,0,4,5,4,5,0,0
98802234,0,0,15.0,1,0,2659,0.0,0.0,4,1,4,0,3,3,3,1,3,1,3,2,0,1,3,1,1
98812532,0,0,42.0,0,0,3199,0.0,0.0,1,0,1,1,4,3,1,3,3,3,3,2,3,3,3,1,1
98822682,1,1,37.0,0,0,1666,0.0,0.0,3,0,0,0,2,3,0,3,3,1,4,2,3,3,3,0,1
98845285,0,0,70.0,1,0,2025,153.0,143.0,5,1,3,2,2,2,5,5,0,4,3,0,5,5,5,0,0
98833924,0,0,35.0,0,0,4705,109.0,175.0,4,0,4,4,3,0,4,4,5,5,0,0,4,4,4,0,0
98881397,0,0,48.0,0,0,2923,8.0,0.0,4,1,4,4,3,3,3,1,3,3,1,2,0,3,3,1,1
98858167,1,0,59.0,0,0,2086,22.0,14.0,5,0,5,5,1,1,3,3,3,3,3,2,0,3,0,1,1
98801963,0,0,46.0,0,0,3064,21.0,8.0,5,0,5,5,1,1,3,3,0,0,0,0,0,0,0,1,1
98824749,0,0,47.0,0,0,1894,0.0,0.0,3,1,3,3,0,4,0,1,1,1,3,1,4,1,5,1,1
98820220,0,0,26.0,1,1,1844,2.0,0.0,5,1,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1
98809051,1,0,48.0,0,0,2607,0.0,0.0,3,0,3,0,0,1,3,1,1,1,1,1,0,1,1,1,1
98892028,1,0,35.0,1,1,1742,0.0,0.0,3,0,4,3,0,1,3,1,1,0,3,2,5,3,1,0,0
98824696,0,0,22.0,1,0,2574,53.0,38.0,3,0,3,0,0,3,3,3,3,3,3,0,1,3,3,0,1
98824260,1,0,49.0,1,1,2097,46.0,32.0,0,0,5,0,1,1,0,1,1,4,4,3,4,5,1,0,0
98806870,0,0,25.0,0,1,3872,3.0,2.0,1,0,1,1,4,1,1,3,1,0,0,1,0,3,1,1,1
98834440,0,0,44.0,0,0,2282,29.0,62.0,1,1,1,1,4,1,3,1,3,3,3,2,0,3,0,1,1
98828362,1,0,65.0,1,1,1409,0.0,9.0,5,0,0,5,2,3,5,3,3,4,0,2,5,0,3,0,0
98873481,0,0,63.0,1,1,698,8.0,0.0,4,1,4,4,3,1,1,1,1,0,1,1,1,3,1,1,1
98867484,0,0,49.0,0,0,659,0.0,0.0,5,1,5,0,1,0,1,1,1,1,1,1,3,1,3,1,1
98811759,1,1,26.0,0,0,1627,0.0,0.0,1,0,3,3,3,3,3,3,3,0,0,2,0,3,3,1,1
98814469,0,1,23.0,0,1,1843,12.0,2.0,0,1,0,0,2,0,0,0,0,5,0,3,4,0,0,0,0
98805322,1,0,52.0,0,0,687,2.0,0.0,3,0,3,3,0,1,3,3,3,3,3,2,0,3,0,1,1
98829394,0,0,49.0,1,1,70,0.0,0.0,3,0,4,3,0,1,3,3,5,3,3,4,3,5,3,1,0
98853408,1,1,18.0,0,1,2819,0.0,0.0,0,1,1,3,3,0,0,0,0,1,3,0,0,1,0,0,0
98805757,1,0,26.0,0,0,4555,0.0,0.0,0,0,1,0,2,1,1,1,1,3,1,0,1,3,1,1,1
98805230,1,0,31.0,0,0,2184,3.0,0.0,4,1,4,4,3,4,4,4,4,3,4,1,3,3,4,1,0
98838685,0,0,33.0,0,1,1703,42.0,41.0,1,0,0,0,2,1,1,1,1,1,1,0,3,1,1,1,1
98827485,1,1,39.0,0,1,3768,45.0,42.0,5,0,0,5,2,4,5,0,4,3,0,0,0,0,4,0,0
98847522,0,0,12.0,1,1,2076,2.0,0.0,3,0,5,0,2,3,0,3,3,4,0,2,5,0,3,0,1
98808389,1,0,70.0,1,1,1915,0.0,0.0,1,1,3,1,3,1,1,1,1,0,1,2,1,3,1,1,1
98838439,1,0,47.0,0,0,3105,188.0,194.0,0,1,5,0,2,3,3,3,0,3,1,2,3,1,3,1,1
98844314,0,0,27.0,0,0,2073,6.0,9.0,5,0,1,1,4,5,5,5,5,3,1,2,3,3,5,0,0
98884948,1,0,68.0,1,1,1809,0.0,0.0,1,1,1,3,0,1,1,1,1,4,4,2,4,4,1,1,1
98826618,1,0,44.0,1,1,2385,3.0,0.0,4,0,1,4,3,3,4,3,3,0,3,1,1,1,3,0,0
98841513,1,1,37.0,0,0,1877,1.0,0.0,0,0,0,0,1,1,0,1,1,3,4,2,3,1,1,0,0
98869743,0,0,22.0,0,0,2125,139.0,130.0,5,1,4,4,3,4,5,5,0,5,3,0,5,5,5,0,0
98805725,0,1,38.0,0,1,1860,12.0,7.0,0,0,5,0,0,4,0,4,4,5,4,0,5,0,4,0,0
98880148,0,0,30.0,0,0,4995,0.0,0.0,1,1,1,0,4,4,4,4,4,4,4,3,1,1,4,1,1
98873400,1,0,22.0,0,1,2303,0.0,0.0,3,0,5,1,1,3,3,1,3,0,5,4,3,4,3,1,1
98860270,1,0,53.0,1,1,3021,0.0,1.0,0,1,1,0,2,5,3,3,5,0,0,1,0,1,5,0,0
98875074,0,0,54.0,0,0,3148,55.0,44.0,4,0,3,4,0,4,3,0,4,4,4,3,0,4,0,0,0
98835095,0,0,37.0,0,0,911,34.0,17.0,1,1,1,1,4,4,1,1,4,4,4,3,3,4,0,1,1
98800372,0,0,49.0,0,0,3225,0.0,0.0,2,0,2,2,2,4,3,1,0,0,4,3,0,0,3,1,1
98843928,0,0,34.0,1,1,1425,14.0,10.0,3,1,3,3,2,0,3,0,0,1,0,3,3,3,0,0,0
98838655,0,0,22.0,0,0,2746,1.0,0.0,0,0,0,0,2,1,1,1,1,1,3,1,0,3,1,1,1
98820386,1,0,43.0,0,0,3020,55.0,54.0,5,1,5,5,1,1,1,1,3,3,3,2,1,3,0,1,1
98835958,0,0,31.0,1,1,2200,0.0,0.0,1,0,1,4,4,1,1,3,3,3,3,2,3,3,3,1,1
98890727,1,0,30.0,0,0,2727,0.0,0.0,1,1,1,0,4,3,3,3,3,0,3,1,3,1,3,1,1
98872063,0,1,25.0,0,1,2122,0.0,0.0,3,0,2,0,4,0,0,0,0,4,0,2,4,1,0,1,0
98850064,1,0,44.0,0,0,1775,0.0,29.0,3,1,3,3,0,0,1,3,1,1,1,1,3,1,4,1,1
98894203,0,0,65.0,0,0,2672,9.0,19.0,4,0,4,0,3,3,3,3,0,0,0,3,0,0,0,0,0
98824545,1,0,45.0,0,0,2581,0.0,11.0,0,1,0,0,2,0,3,3,1,1,1,1,0,1,3,1,1
98871504,0,0,12.0,1,1,1690,0.0,0.0,3,0,3,3,0,5,3,5,5,1,1,1,4,3,5,0,0
98853956,0,0,34.0,0,0,1854,0.0,0.0,5,1,3,3,0,5,3,3,5,5,5,4,0,5,0,0,0
98813691,0,0,41.0,0,0,1437,20.0,12.0,5,0,5,5,1,4,1,3,3,3,3,2,0,3,1,1,1
98891770,0,0,54.0,0,0,2453,1.0,0.0,5,0,5,5,1,1,1,1,3,4,0,1,1,1,1,1,1
98828569,0,0,48.0,0,0,2455,0.0,1.0,3,1,3,0,0,4,3,3,1,1,1,1,3,1,3,1,1
98803269,1,0,63.0,1,1,2418,16.0,6.0,5,0,3,4,2,0,4,0,0,0,3,1,0,1,0,0,0
98861930,1,0,41.0,0,0,123,0.0,0.0,0,0,0,0,2,5,4,3,3,3,3,0,5,3,4,1,1
98873888,0,0,40.0,0,1,2255,0.0,23.0,1,1,4,4,3,1,1,1,1,3,0,3,1,4,1,1,1
98856497,1,0,67.0,1,1,2533,0.0,5.0,0,1,1,0,4,4,0,4,4,3,4,1,1,3,4,0,0
98813026,0,0,48.0,0,1,411,0.0,0.0,4,1,1,1,4,4,3,3,4,4,4,3,5,4,4,0,0
