Sales,CategoryName,Profit_Ratio,Discount,Quantity,Order_Profit ,Product_type,Prod_Category_Id,ProductLength,ProductWeight,Dispatched,Scheduled_Shipping,Delivery_Review,Session_Ordered,WeekdayOrder,Cust_State_Encoded,Customer_Category_Encoded,Transcation_Encoded,Shipping_Class_Encoded,Warehouse_Region_Encoded,Order_zone_Encoded,y_pred,y_act,OrderId
154,45,0.48,0.21,3,1746.7,1,46,84,1471,0,3,2,3,0,3,1,3,1,2,0,1,1,2448701
84,22,0.35,0.07,1,987.18,1,29,88,213,0,3,4,2,1,2,1,2,1,2,2,1,0,2390205
154,41,0.24,0.18,1,2222.46,1,30,174,1434,0,0,3,3,0,0,2,3,2,2,4,0,0,2393513
329,25,0.26,0.13,1,7370.16,0,45,68,1427,0,4,4,2,0,13,1,0,3,2,0,0,0,2364894
177,43,-1.75,0.16,1,-24697.07,1,48,51,145,0,4,4,3,1,5,1,2,0,4,2,1,1,2421233
163,3,-2.55,0.11,1,-23330.9,0,18,159,1254,0,5,4,3,1,6,0,2,3,0,4,1,1,2424813
298,4,0.25,0.04,1,5306.47,0,43,168,24092,1,2,4,3,1,8,1,2,2,0,0,1,0,2389285
46,33,-0.16,0.06,1,-567.95,0,24,35,919,0,4,4,1,1,10,0,3,3,3,0,0,0,2475575
34,28,0.35,0.13,1,250.69,0,61,86,1598,1,3,2,3,1,1,1,0,1,0,2,1,0,2359594
59,22,-0.11,0.16,1,-308.54,0,29,28,463,0,3,4,3,0,4,0,3,3,2,2,0,0,2501231
82,45,0.26,0.25,1,947.26,1,46,22,142,0,5,4,2,1,8,0,1,3,4,3,1,1,2472362
418,47,0.11,0.02,4,792.4,0,9,130,3076,0,5,3,3,1,14,0,3,1,3,2,1,1,2461171
205,43,0.06,0.07,1,857.45,0,48,50,778,0,4,2,3,1,5,2,3,3,4,4,0,0,2420148
201,33,0.47,0.12,4,1669.44,0,24,40,1623,0,4,4,2,0,13,1,3,1,2,0,1,1,2426120
149,3,0.29,0.13,1,2650.79,1,18,69,161,1,4,3,3,0,1,0,3,3,0,4,0,0,2461947
85,11,0.38,0.18,2,1637.12,0,17,56,497,0,2,3,1,1,7,1,2,0,4,4,1,0,2368405
158,43,0.35,0.1,1,4981.64,1,48,122,2421,0,4,3,1,1,5,0,1,1,0,4,1,0,2444893
228,43,0.48,0.01,1,6869.25,0,48,70,874,0,4,4,3,1,7,1,0,0,2,4,1,1,2418156
40,45,0.47,0.04,1,1711.96,1,46,59,181,0,5,4,3,0,14,0,3,3,4,3,1,1,2441897
228,33,0.45,0.16,5,1569.58,0,24,69,161,1,2,2,3,0,14,0,2,0,3,1,1,1,2518115
273,4,0.48,0.06,1,10227.52,0,43,154,7809,1,2,3,3,0,8,1,3,0,3,2,1,1,2412186
147,43,0.41,0.16,1,5805.95,1,48,31,2153,0,4,2,1,1,16,1,2,3,1,2,0,0,2415522
351,25,-0.77,0.16,1,-21948.81,0,45,62,1290,0,4,2,3,0,0,2,3,1,3,0,1,0,2352970
272,11,0.18,0.13,5,769.37,0,17,56,230,1,5,1,2,0,12,2,2,3,2,1,1,0,2506505
71,22,0.26,0.03,1,730.58,0,29,73,908,1,6,4,2,1,0,1,0,3,0,2,1,0,2349563
151,11,0.37,0.13,3,1580.94,1,17,73,236,0,5,2,3,0,5,0,3,3,0,1,1,0,2503154
127,3,-0.61,0.07,1,-5597.6,0,18,61,1627,0,4,4,1,0,12,0,2,3,0,2,0,0,2354886
81,11,0.1,0.06,1,427.36,1,17,37,1027,0,5,3,1,0,6,1,1,3,3,4,1,1,2387691
179,22,-1.61,0.16,4,-4788.5,0,29,84,3354,1,0,3,2,0,7,1,3,2,0,1,0,0,2463833
207,11,0.28,0.01,3,1226.3,1,17,120,3122,0,4,4,1,1,7,1,3,3,4,0,0,0,2346967
346,25,0.5,0.11,1,14204.92,0,45,77,94,1,2,3,2,1,2,0,3,1,2,1,0,0,2499344
175,11,0.37,0.11,3,1561.98,1,17,101,1287,0,5,2,1,1,13,1,1,3,0,1,1,1,2433241
41,11,0.11,0.16,1,470.58,0,17,67,428,0,2,2,2,1,7,0,0,3,3,0,0,0,2515541
60,1,0.39,0.1,2,843.31,0,44,58,2090,1,3,5,1,0,13,2,2,3,2,3,0,0,2491136
173,43,0.08,0.16,1,1133.9,1,48,25,544,0,6,5,3,1,14,2,3,3,3,3,1,1,2422439
130,3,0.26,0.25,1,2401.46,1,18,67,138,0,4,4,2,0,12,0,0,3,2,2,0,0,2515323
49,11,0.29,0.12,1,1224.88,0,17,36,2020,0,6,4,3,0,10,2,1,3,3,4,1,1,2344774
158,11,0.24,0.13,3,1036.63,0,17,87,470,0,2,1,1,0,4,2,1,3,0,4,0,0,2509248
89,3,0.28,0.19,1,2591.19,1,18,50,256,0,5,2,1,1,4,2,3,1,2,1,1,0,2510909
64,33,0.21,0.16,2,754.2,0,24,26,67,0,3,3,3,0,4,1,0,1,3,0,1,0,2359830
113,11,0.47,0.25,2,2058.04,0,17,24,437,0,2,3,3,1,15,0,1,3,4,4,0,0,2496118
101,11,-0.06,0.1,2,-251.46,1,17,142,3595,0,2,4,2,1,3,1,2,0,2,0,1,1,2366857
338,21,0.25,0.18,1,6336.26,0,63,84,1052,0,4,4,1,1,16,1,2,3,0,2,0,0,2400956
252,11,0.35,0.11,4,1525.34,0,17,117,1242,0,0,4,2,1,9,2,3,2,4,3,0,0,2352781
199,43,-0.1,0.03,1,-1409.38,0,48,60,717,0,2,3,1,0,16,0,2,0,0,2,1,1,2395841
376,25,0.35,0.1,1,9943.43,0,45,74,1569,0,6,4,3,0,13,2,1,1,3,0,1,0,2495290
40,11,0.47,0.1,1,1966.76,0,17,87,957,1,3,2,3,1,5,1,0,0,0,3,1,1,2358963
367,25,0.02,0.12,1,568.18,1,45,70,1640,1,5,4,3,0,0,2,3,3,4,0,1,0,2493330
109,45,0.48,0.21,2,1690.43,1,46,27,1305,0,4,4,3,0,14,2,2,0,0,4,1,0,2419884
52,22,-0.06,0.03,1,-172.06,1,29,84,3580,0,4,3,2,0,2,1,0,3,3,0,0,0,2365039
147,22,0.19,0.16,5,535.5,0,29,50,289,1,6,4,2,0,15,1,2,3,0,0,1,0,2369134
144,43,0.5,0.16,1,7081.05,0,48,160,3263,0,4,2,3,1,3,2,3,1,2,1,1,0,2417304
465,47,0.35,0.06,5,2507.34,1,9,51,468,1,3,3,1,0,1,0,0,3,4,4,0,0,2516571
156,3,0.02,0.16,1,185.26,0,18,180,9728,0,6,4,1,0,5,0,2,3,2,4,1,0,2361819
235,45,-0.04,0.13,5,-136.31,0,46,117,3674,0,5,3,2,0,5,0,3,1,0,4,1,1,2484642
173,36,0.34,0,2,587.94,0,35,203,2207,1,4,5,3,0,11,0,2,1,1,0,1,1,2373801
92,11,-0.24,0.06,1,-1032.63,1,17,199,3041,0,6,3,2,0,13,0,2,3,0,0,1,1,2423810
92,33,-0.22,0.07,1,-788.62,0,24,26,1823,1,4,4,1,1,6,0,2,3,0,0,0,0,2424228
127,45,0.26,0.16,2,949.53,0,46,178,2271,1,6,5,2,0,2,1,3,3,3,4,1,1,2483901
496,47,-0.06,0.07,5,-425.14,1,9,179,2730,1,2,5,3,1,9,0,1,3,3,0,0,0,2450922
214,43,0.48,0.13,1,6789.92,0,48,64,2186,0,3,3,2,0,0,1,3,1,0,2,1,0,2444779
249,4,0.41,0.18,1,8732.31,1,43,84,943,0,4,4,1,1,10,1,2,3,3,1,0,0,2383173
231,4,0,0.16,1,2.52,1,43,80,850,0,6,4,3,1,7,2,2,3,0,2,1,0,2490180
88,11,0.38,0.07,2,1666.44,1,17,19,1736,1,2,3,2,1,3,2,2,0,3,4,1,0,2482981
424,25,-0.74,0.03,1,-21021.47,1,45,65,462,1,2,3,1,0,15,2,1,3,0,0,0,0,2508225
42,45,-0.25,0.13,1,-879.07,0,46,175,2588,1,4,4,1,1,9,2,3,3,0,0,0,0,2484640
139,3,0.47,0.03,1,4393.73,0,18,62,1557,1,5,4,2,0,1,0,2,1,3,2,1,1,2406418
173,3,0.29,0.1,1,2711.47,1,18,90,729,0,3,3,1,1,1,2,2,1,0,1,1,1,2438959
124,11,0.01,0.11,2,45.13,1,17,68,826,1,3,4,2,1,2,1,2,3,2,1,0,0,2350507
245,11,0.47,0.18,4,2033.94,1,17,45,458,0,4,4,3,0,7,1,3,1,3,3,1,0,2426158
158,43,0.19,0.13,1,2715.56,1,48,104,2016,0,4,4,2,0,11,0,2,0,3,0,1,0,2414945
272,4,0.37,0.18,1,7909.96,0,43,41,437,0,4,1,2,1,5,2,1,3,4,0,0,0,2508968
277,4,0.44,0.06,1,9339.89,0,43,139,1639,1,4,5,3,1,2,1,1,1,1,2,1,0,2410724
281,4,0.19,0.19,1,4036.23,1,43,99,20072,1,2,4,1,1,9,0,3,2,0,4,1,1,2498686
443,47,0.13,0.12,5,926.19,0,9,81,2858,1,4,3,2,1,3,0,1,1,3,0,1,1,2379682
378,25,-0.03,0.16,1,-849.24,0,45,89,1208,0,3,4,1,0,4,1,0,1,0,1,1,0,2359585
195,45,-1.65,0.18,4,-5924.23,1,46,18,1832,0,4,4,2,1,13,1,2,3,0,2,0,0,2452654
338,25,0.08,0.25,1,2266.61,1,45,84,398,1,2,3,1,1,1,0,1,0,4,0,1,1,2488930
91,2,0.26,0.16,2,1136.99,0,3,124,3778,1,2,4,2,0,0,0,3,0,2,1,1,0,2498115
143,11,0.35,0.06,2,1471.48,0,17,83,705,1,4,3,3,0,17,0,1,3,0,2,0,0,2430984
200,43,0.15,0.1,1,2152.26,1,48,207,29165,1,4,2,3,1,6,0,2,0,3,2,1,1,2444164
175,43,0.47,0.12,1,6681.42,1,48,129,2619,0,4,4,2,1,14,0,1,2,4,1,1,1,2420241
96,11,0,0.1,1,1.53,0,17,34,1640,1,5,4,2,1,10,0,2,3,2,1,1,0,2425291
35,22,0.38,0.06,1,1076.17,0,29,49,1487,1,3,4,3,0,9,0,0,1,3,2,1,1,2357959
135,33,0.21,0.06,2,767.57,1,24,144,1487,0,4,4,3,0,2,1,1,3,1,3,0,0,2388237
215,45,0.44,0.25,5,1569.41,1,46,42,433,0,2,2,1,1,4,0,1,0,0,2,1,1,2519165
101,11,0.19,0.16,2,830.65,0,17,96,3295,1,6,4,1,0,13,0,2,3,3,1,1,0,2364065
75,35,-0.28,0.06,1,-820.51,1,75,70,572,0,2,3,1,0,3,1,2,0,3,1,1,0,2368229
322,47,0.29,0.02,3,2036.96,0,9,27,1547,1,2,3,3,1,2,1,3,0,4,2,1,0,2412600
212,46,-0.15,0.03,4,-572.88,0,12,95,3735,0,4,5,2,0,4,2,2,2,4,2,1,1,2438854
166,3,0.34,0.07,1,3182.78,0,18,72,352,1,5,4,2,0,12,2,1,3,0,4,1,0,2508134
394,47,0.06,0.01,4,433.82,1,9,48,1775,1,3,2,2,1,2,0,1,1,3,1,1,0,2467583
126,45,0.47,0.13,3,1687.9,1,46,42,201,1,5,1,3,0,8,0,2,3,0,2,1,1,2519197
139,3,0.32,0.01,1,2946.07,0,18,44,290,0,5,3,2,1,15,0,3,3,4,1,1,1,2502288
292,33,0.29,0.03,5,1067.42,1,24,19,1956,1,2,3,2,0,1,1,3,2,3,2,1,1,2413231
350,25,0.45,0.19,1,12757.27,1,45,169,2679,1,2,3,1,0,12,1,2,0,0,3,1,0,2457061
164,47,-1.55,0.11,2,-11146.37,1,9,140,2931,0,6,2,2,1,8,0,1,3,2,1,1,0,2495853
78,11,0.24,0.02,1,1015.26,0,17,25,1856,0,4,4,2,1,3,0,1,3,4,1,0,0,2430623
148,33,0.21,0.19,3,749.47,1,24,32,325,1,4,4,1,0,5,0,2,3,4,3,0,0,2398518
160,3,0.11,0.06,1,1012.27,0,18,189,3350,1,4,3,1,1,11,2,0,1,2,2,1,1,2481918
143,47,0.38,0.02,1,2756.08,0,9,198,3562,0,6,2,3,0,2,2,1,3,2,0,1,0,2344552
365,25,0.1,0.18,1,2841.79,1,45,65,1773,1,2,4,2,1,14,0,2,2,2,4,1,0,2486767
179,43,0.37,0,1,5276.18,0,48,128,3147,0,4,3,3,0,17,1,1,1,4,2,1,0,2421617
226,43,0.04,0,1,569.18,1,48,173,40301,0,5,4,2,0,0,1,3,3,4,1,1,1,2416500
98,11,0.29,0.12,2,1266.89,0,17,121,1368,1,6,3,1,0,15,2,0,3,2,1,1,1,2405270
173,47,0.08,0.12,4,173.32,0,9,55,467,0,3,3,1,0,12,0,3,3,1,2,0,0,2503541
159,43,0.35,0.1,1,5010.42,0,48,140,1127,0,6,3,1,1,17,1,2,3,4,2,1,1,2421292
197,43,0.41,0.02,1,5874.85,0,48,46,664,0,5,3,1,0,17,1,2,3,0,2,1,1,2402712
156,11,-0.15,0.02,3,-656.69,1,17,181,15909,0,4,3,3,0,1,0,2,3,0,4,0,0,2364306
208,11,0.24,0.01,3,1011.05,0,17,84,3426,0,6,4,2,0,13,0,3,1,2,3,1,1,2499960
114,45,0.19,0.06,2,695.31,0,46,164,27778,0,4,3,2,1,5,0,2,0,4,1,1,0,2440788
355,25,0.29,0.19,1,8230.31,0,45,40,609,1,4,5,1,1,0,0,1,1,2,3,1,0,2378433
399,25,0.37,0,1,10507.14,0,45,90,2861,0,2,2,1,1,15,2,1,0,3,1,1,1,2492140
173,11,0.48,0.06,4,2096.78,1,17,90,152,0,3,4,2,0,4,1,3,3,3,3,0,0,2481284
258,4,0.08,0.1,1,1702.6,1,43,38,154,0,2,3,2,1,16,0,3,2,0,0,1,0,2498725
151,3,0.18,0.12,1,1669.08,0,18,45,163,0,3,3,1,1,17,1,1,1,0,3,1,0,2410777
71,11,0.29,0.16,1,1222.11,0,17,40,2178,1,4,5,1,1,8,1,2,3,4,2,0,0,2350006
40,10,0.31,0.19,3,575.05,1,26,53,106,0,3,2,2,1,14,2,3,1,2,1,1,1,2511229
187,22,0.48,0.06,4,1389.16,1,29,84,1394,0,5,4,1,1,11,1,2,3,0,2,1,0,2356058
200,43,0.37,0.25,1,5236.58,1,48,83,483,0,4,2,2,1,11,0,0,0,0,1,1,0,2445289
149,43,-0.31,0.25,1,-4437.71,1,48,24,588,0,4,4,3,1,6,0,2,3,3,3,0,0,2422102
52,11,0.32,0.16,1,1376.17,0,17,51,816,0,4,5,2,0,8,0,1,3,2,0,0,0,2468601
109,3,0.47,0.04,1,4320.01,1,18,80,1685,1,5,4,3,0,4,0,3,1,2,2,1,1,2459766
258,33,0.34,0,5,1252.23,1,24,78,1203,0,0,4,3,1,4,1,1,2,2,4,0,0,2370741
271,11,0.47,0.01,4,2070.54,0,17,73,1415,0,2,4,1,0,5,0,2,0,3,4,1,0,2385012
273,4,0.29,0.11,1,6197.75,1,43,13,1048,0,3,3,3,0,12,0,2,1,0,2,1,1,2343068
230,45,0.32,0.11,5,1176.03,1,46,92,1804,0,6,2,2,1,11,0,2,3,3,2,1,1,2472781
31,35,-0.22,0.04,1,-598.75,0,75,85,1142,0,5,3,1,0,0,0,2,3,3,2,1,1,2435910
107,11,0.31,0.06,1,1353.14,1,17,97,2343,0,4,3,3,0,9,2,2,0,0,4,1,0,2437777
91,19,0.34,0.16,4,488.64,1,36,76,370,1,3,5,3,1,13,0,2,3,0,4,0,0,2398727
422,25,0.35,0.07,1,9953.34,1,45,15,126,0,2,3,2,0,14,1,2,0,2,2,1,1,2479043
30,45,-0.11,0.11,1,-384.18,0,46,85,1309,0,5,4,2,1,11,0,3,3,2,2,1,0,2454839
76,45,0.24,0.13,1,857.23,1,46,104,3234,0,5,3,2,1,6,0,3,3,2,4,1,1,2456414
173,3,0.31,0.03,1,2853.46,0,18,23,1815,0,4,3,1,1,8,1,0,3,3,3,0,0,2349809
122,3,-0.32,0.01,1,-2928.87,0,18,89,1124,0,2,3,3,1,1,0,3,0,4,1,1,0,2498054
393,25,0.48,0,1,13658.55,0,45,89,1884,0,5,2,3,1,13,1,3,1,0,3,1,0,2457028
137,47,0.5,0.1,4,1086.13,1,9,143,1554,0,2,2,1,0,4,0,2,3,1,0,0,0,2398529
110,3,0.29,0.25,1,2680.66,1,18,176,1431,1,3,4,2,1,9,2,3,1,0,2,1,0,2352829
210,43,0.45,0.12,1,6374.99,1,48,30,602,0,5,4,3,0,8,0,2,3,0,3,1,1,2395317
44,19,-1.55,0.1,4,-1875.66,0,36,179,1318,0,6,4,2,0,6,1,3,1,2,0,1,0,2464600
36,22,0.45,0.07,1,1335.55,0,29,170,1469,1,6,3,2,1,2,0,1,3,0,0,1,1,2468185
314,4,0.48,0.07,1,10287.75,0,43,46,544,1,4,3,1,1,3,0,0,1,2,3,1,0,2357887
249,45,0.37,0.1,5,1320.03,1,46,158,3455,0,6,2,3,1,16,0,2,3,0,2,1,1,2419246
106,31,-0.77,0.07,1,-4722.55,1,72,39,164,0,4,2,2,0,5,2,1,3,3,4,0,0,2508576
385,25,0.18,0.06,1,5134.61,0,45,88,402,0,2,1,2,0,14,2,1,3,0,0,0,0,2508235
176,3,-0.74,0.03,1,-6779.29,1,18,83,3640,0,3,4,2,0,9,2,3,0,3,4,1,0,2352398
80,33,0.35,0.19,2,1281.78,0,24,82,2424,0,3,3,2,0,15,0,1,3,2,2,0,0,2495950
445,25,-0.04,0.01,1,-1129.9,0,45,84,2160,1,6,4,3,1,6,1,3,3,1,0,1,0,2488716
393,47,0.19,0.11,4,1354.38,0,9,86,27265,1,6,3,2,1,3,1,0,3,0,0,1,1,2367644
248,5,0.44,0.19,1,7883.6,0,65,198,1787,0,5,4,2,1,14,1,2,3,0,2,1,0,2381907
80,22,0.11,0.19,2,324.31,1,29,152,1651,1,6,5,2,0,17,1,0,3,2,3,1,1,2365385
195,33,0.21,0.16,5,757.44,0,24,83,979,1,3,4,1,1,1,0,0,0,0,4,1,1,2357314
175,11,-0.83,0.25,3,-3454.92,1,17,74,918,0,5,4,3,0,11,0,1,3,1,1,1,0,2496149
138,1,0.11,0.21,1,1177.12,0,44,66,928,0,3,4,2,0,15,0,0,0,2,0,1,0,2347480
102,3,0.45,0.19,1,4115.33,0,18,48,1548,1,2,2,1,1,1,1,2,0,3,1,1,1,2368167
176,11,0.06,0.1,3,252.62,0,17,38,864,0,4,3,1,1,7,1,3,0,3,1,1,0,2434404
342,25,0.13,0.16,1,3690.4,1,45,100,11789,1,3,4,2,0,17,0,1,3,3,2,0,0,2430455
65,45,-0.15,0.1,1,-519.92,0,46,44,133,1,5,3,3,0,17,0,0,3,2,1,1,1,2519869
241,11,0.5,0.21,4,2179.57,0,17,98,3545,1,3,4,1,0,14,2,3,3,4,2,0,0,2372745
285,4,0.29,0.19,1,6190.01,1,43,68,726,0,4,3,2,0,10,1,3,3,2,4,0,0,2427598
150,3,0.1,0.06,1,939.5,0,18,24,1640,0,5,3,1,1,16,0,2,3,2,3,1,1,2425192
195,11,-0.24,0.07,3,-1012.92,1,17,83,2004,1,3,2,1,1,9,2,3,3,0,0,0,0,2372455
242,33,0.35,0.06,5,1215.2,1,24,45,1019,1,6,4,1,0,12,0,3,3,2,0,1,0,2356999
88,3,0.44,0.21,1,4083.6,0,18,60,1293,0,6,4,1,0,16,2,0,1,0,0,1,0,2404469
237,43,-0.11,0,1,-1563.24,1,48,140,1378,0,3,3,2,0,7,2,0,1,3,0,1,0,2415852
177,47,0.26,0.21,2,1825.88,0,9,84,3611,1,5,4,2,0,7,1,2,3,4,0,1,1,2408777
287,4,-0.01,0.21,1,-211.19,0,43,58,1315,0,3,5,3,1,9,0,2,3,2,0,0,0,2362234
214,43,0.35,0.16,1,4968.41,1,48,84,3749,0,4,4,1,0,5,0,2,3,4,3,0,0,2421630
36,45,0.5,0.16,1,1739.02,1,46,38,1714,0,2,5,3,1,8,1,3,3,3,1,0,0,2474177
111,3,-0.24,0.06,1,-2197.13,0,18,50,381,0,3,5,3,0,15,0,2,1,2,0,1,0,2344835
137,3,0.01,0.03,1,94.92,0,18,41,767,0,4,3,3,0,12,0,2,1,2,4,1,1,2406000
29,28,0.08,0.1,1,68.53,1,61,15,427,0,3,2,3,1,2,1,1,3,0,4,0,0,2387122
484,47,0.18,0.1,5,1302.71,0,9,106,3377,0,2,3,2,1,3,0,3,1,4,2,0,0,2461529
112,33,0.34,0.18,2,1185.5,1,24,88,479,0,3,2,3,1,8,2,1,3,4,0,0,0,2509179
56,11,0.35,0.06,1,1517.55,0,17,34,1258,1,2,3,3,1,5,2,0,0,4,0,1,0,2481739
281,11,-0.24,0.1,5,-1032.15,0,17,19,1624,0,5,4,2,0,11,1,3,3,3,0,1,1,2403929
157,11,0.29,0.07,3,1214.38,0,17,181,17540,0,2,2,2,1,15,1,3,3,4,2,0,0,2481045
137,2,0.47,0.21,2,2007.09,1,3,148,2192,1,2,4,2,1,3,0,1,1,2,0,0,0,2467283
168,22,-0.13,0.21,4,-372.48,1,29,11,147,1,2,3,1,1,14,0,1,1,3,1,0,0,2467605
165,33,0.47,0.06,4,1737.98,0,24,136,1967,0,2,3,2,0,4,0,1,3,1,3,0,0,2449812
178,43,0.29,0.04,1,4095.55,0,48,190,3528,0,6,2,1,0,7,0,2,1,2,1,1,1,2396472
54,30,0.1,0.18,1,152.81,0,7,144,1261,0,3,3,1,1,6,2,1,3,4,4,0,0,2344217
114,3,0.35,0.16,1,3242.07,1,18,117,1978,0,5,2,2,0,1,0,3,3,3,1,1,1,2475526
81,22,0.48,0.18,1,1375.78,1,29,207,4054,0,3,4,2,1,1,1,2,1,2,2,1,1,2390211
230,11,-0.48,0.04,4,-2094.97,0,17,206,13350,0,3,4,2,0,1,0,3,3,0,2,0,0,2342283
112,36,0.24,0,2,683.34,0,35,23,922,0,4,4,3,0,11,2,2,0,3,4,1,1,2374593
295,45,0.08,0.01,5,287.7,1,46,137,2971,1,4,4,1,0,3,1,1,0,2,1,1,1,2447771
173,33,0.34,0.18,5,1212.5,0,24,141,1589,1,3,3,3,1,15,0,3,3,2,3,0,0,2357135
252,11,0.48,0.16,5,2015.58,0,17,163,16750,0,3,4,3,0,10,0,2,3,3,3,0,0,2399784
212,22,-0.04,0.1,5,-116.24,0,29,199,2194,0,5,3,2,0,1,2,2,3,0,1,1,1,2491837
118,44,-0.15,0.21,3,-333.05,0,13,57,550,0,4,4,2,0,7,0,2,1,2,0,1,1,2407510
150,45,0.29,0.01,3,1015.22,1,46,89,904,1,6,2,1,0,17,0,2,3,2,0,1,1,2454942
334,47,0.35,0.01,3,2536.72,1,9,34,1062,0,4,3,2,1,17,1,1,3,2,3,0,0,2433279
115,3,-0.88,0.06,1,-8040.15,1,18,51,308,0,2,2,1,0,2,2,1,3,4,3,0,0,2508880
269,4,0.48,0.06,1,10250.82,0,43,70,226,0,4,4,2,0,1,1,1,3,0,4,0,0,2387000
155,45,0.5,0.11,4,1737.06,0,46,41,303,1,3,4,2,1,10,0,0,3,2,2,0,0,2520126
121,3,0.45,0.21,1,4163,1,18,45,497,0,3,4,1,0,0,2,3,3,3,0,0,0,2512422
150,3,0.35,0.16,1,3209.64,0,18,143,1483,1,2,4,3,0,16,0,1,0,3,0,1,1,2400310
81,47,0.48,0.02,2,997.33,1,9,92,1449,1,3,3,2,0,12,0,2,3,3,1,0,0,2469414
170,43,0.29,0.13,1,4109.48,0,48,24,1105,0,4,4,1,0,1,0,1,3,3,2,0,0,2414909
330,25,0.08,0.13,1,2272.17,1,45,205,31941,1,6,3,3,0,11,0,2,3,0,3,1,0,2456535
230,47,0.48,0.25,3,3480.28,1,9,182,15661,0,6,4,3,0,1,0,1,3,3,2,1,0,2449570
173,13,0.35,0.01,1,5369.45,0,76,47,1906,0,5,3,1,1,9,0,3,3,3,4,1,0,2475801
104,3,0.26,0.03,1,2407.21,1,18,199,3217,1,4,4,2,0,6,0,2,3,3,1,0,0,2362508
377,25,0.34,0.04,1,9646.05,1,45,160,3476,0,3,4,3,0,10,0,0,1,0,2,1,1,2478032
213,45,0.47,0.18,5,1634.83,1,46,77,2192,0,4,2,2,1,4,1,2,3,4,1,0,0,2440802
327,25,0.31,0.21,1,8807.75,1,45,44,523,0,6,3,2,1,6,0,3,1,3,0,1,0,2495280
207,43,0.31,0.06,1,4385.34,1,48,52,1363,1,4,4,1,1,11,1,3,3,0,3,0,0,2445277
402,25,0.28,0.07,1,7972.68,1,45,182,14755,0,4,2,2,1,1,0,2,3,0,2,0,0,2456693
87,33,0.48,0.06,2,1768.73,1,24,177,3779,0,5,4,3,0,3,0,2,3,2,4,1,0,2437320
133,11,0.48,0.18,3,2101.54,1,17,58,543,0,3,2,3,0,12,0,2,1,4,0,1,0,2349053
173,27,0.22,0.01,1,2582.04,0,67,82,2362,0,2,4,2,0,3,0,3,1,0,3,0,0,2459686
191,43,0.04,0.1,1,568.17,0,48,121,2363,0,4,3,2,0,14,0,2,3,3,2,0,0,2443966
261,5,0.45,0.06,1,8086.16,0,65,61,643,0,3,4,2,1,0,2,2,1,0,1,1,1,2438922
104,12,0.32,0.25,4,587.51,0,40,199,1640,1,3,2,1,0,4,1,1,3,4,0,0,0,2411389
50,45,0.26,0.04,1,953.33,0,46,51,1193,1,2,4,3,1,13,0,1,2,3,4,1,1,2484089
109,3,0.19,0.25,1,1756.42,0,18,11,961,1,2,3,1,1,3,0,3,0,1,4,1,1,2497509
104,22,0.16,0.12,2,446.04,0,29,181,19746,1,5,3,3,0,13,1,2,1,0,3,1,0,2381273
98,22,0.11,0,2,325.1,0,29,88,3672,1,2,4,1,1,9,1,1,0,2,2,1,0,2370091
122,3,0.24,0.11,1,2248.14,1,18,81,1004,1,3,4,1,0,10,0,3,1,1,1,1,0,2459351
173,11,0.39,0.11,2,1683.87,0,17,12,1918,0,5,3,2,1,6,0,1,3,3,2,1,1,2431449
344,40,0.08,0.06,4,456.91,1,31,181,30628,0,2,4,3,1,16,0,3,0,0,0,1,1,2393213
280,32,0.11,0.16,1,2282,1,69,179,3511,1,4,4,2,0,1,0,1,3,3,1,0,0,2429897
147,33,0.26,0.16,3,909.15,0,24,47,504,0,6,4,2,1,5,2,0,1,0,0,1,0,2404645
309,25,0.01,0.19,1,285.92,1,45,14,55,0,5,4,2,1,0,1,3,1,0,1,1,0,2464008
281,47,0.37,0.18,3,2604.03,0,9,84,4419,1,6,4,2,1,12,1,2,1,0,3,1,1,2390936
109,33,0.42,0.19,2,1476.47,1,24,33,792,1,3,3,3,1,1,0,1,3,4,4,0,0,2496141
132,3,0.32,0.06,1,2969.27,0,18,102,3022,1,4,4,2,1,7,0,3,1,2,4,1,1,2459865
263,47,0.41,0.13,3,2940.35,0,9,21,1449,1,6,4,3,1,11,0,2,1,3,1,1,0,2407611
307,4,0.47,0.12,1,10002.45,1,43,46,268,0,3,2,3,1,7,2,2,3,4,0,0,0,2505177
155,22,0.06,0.11,4,180.82,1,29,46,426,1,2,2,3,0,13,0,2,0,0,0,1,1,2517821
138,11,0.31,0.13,2,1300.05,0,17,125,1046,0,2,3,2,1,1,1,3,3,4,0,0,0,2466287
1265,7,-1.5,0.16,1,-159916.37,0,64,63,1872,1,3,4,2,1,13,1,2,3,0,3,0,0,2391828
303,11,0.5,0.1,5,2107.59,0,17,84,3501,0,4,3,3,1,8,1,1,1,2,0,1,0,2386430
393,25,0.26,0.07,1,7399.22,1,45,55,1070,0,2,3,2,1,3,1,3,3,1,4,0,0,2489136
213,43,0.48,0.1,1,6833.51,0,48,52,828,0,4,3,2,1,12,0,3,3,1,3,0,0,2414762
173,29,0.28,0.21,1,10613.21,0,68,129,2406,1,2,4,2,0,12,0,3,3,3,4,0,0,2475609
142,3,0.01,0.11,1,94.36,0,18,150,1241,0,4,4,1,0,16,0,2,0,0,1,1,1,2377335
268,4,0.32,0.06,1,6827.62,1,43,25,179,0,4,5,1,0,4,0,3,3,4,0,0,0,2502344
